record_id,source_row,title,author,user_rating,reviews,price,year,genre,is_zero_price,is_price_outlier,is_review_outlier,is_rating_outlier,is_title_year_duplicate,is_truncated_text,rating_band,price_band,engagement_segment,review_log10,years_on_list,first_year,last_year
253,253,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.339133305969879,8,2012,2019
254,254,Old School (Diary of a Wimpy Kid #10),Jeff Kinney,4.8,6169,7,2015,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Loved niche,3.7902147702439795,1,2015,2015
255,255,Olive Kitteridge,Elizabeth Strout,4.2,4519,12,2009,Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.655042341331202,1,2009,2009
256,256,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13,2011,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.500099191915723,2,2011,2012
257,257,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.500099191915723,2,2011,2012
258,258,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,1831,9,2017,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.2626883443016963,1,2017,2017
259,259,Origin: A Novel (Robert Langdon),Dan Brown,4.3,18904,13,2017,Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Popular but polarizing,4.276553708624313,1,2017,2017
260,260,Orphan Train,Christina Baker Kline,4.6,21930,11,2014,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Popular but polarizing,4.341038631677523,1,2014,2014
261,261,Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20,2009,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Popular but polarizing,4.018117720591,2,2009,2010
262,262,Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20,2010,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Popular but polarizing,4.018117720591,2,2009,2010
263,263,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,2018,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.0342272607705505,2,2018,2019
264,264,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,2019,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.0342272607705505,2,2018,2019
265,265,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Rick Riordan,4.8,548,2,2010,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Loved niche,2.738780558484369,1,2010,2010
266,266,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2017,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Premium ($21+),Stars,4.230193378869045,3,2017,2019
267,267,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2018,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Premium ($21+),Stars,4.230193378869045,3,2017,2019
268,268,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2019,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Premium ($21+),Stars,4.230193378869045,3,2017,2019
269,269,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,3503,9,2016,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Loved niche,3.5444401373176926,1,2016,2016
270,270,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10,2012,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Budget ($1–10),Popular but polarizing,4.134049542740513,2,2012,2013
271,271,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10,2013,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Budget ($1–10),Popular but polarizing,4.134049542740513,2,2012,2013
272,272,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2009,Non Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9334872878487053,10,2009,2018
273,273,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2010,Non Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9334872878487053,10,2009,2018
274,274,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2011,Non Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9334872878487053,10,2009,2018
275,275,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2012,Non Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9334872878487053,10,2009,2018
276,276,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2013,Non Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9334872878487053,10,2009,2018
277,277,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2014,Non Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9334872878487053,10,2009,2018
278,278,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2015,Non Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9334872878487053,10,2009,2018
279,279,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2016,Non Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9334872878487053,10,2009,2018
280,280,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2017,Non Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9334872878487053,10,2009,2018
281,281,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2018,Non Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9334872878487053,10,2009,2018
282,282,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4757,4,2017,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Loved niche,3.677333151419902,1,2017,2017
283,283,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,20,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Popular but polarizing,4.00039068924991,2,2012,2013
284,284,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,7,2013,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Popular but polarizing,4.00039068924991,2,2012,2013
285,285,Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985,9,2010,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Loved niche,3.297760511099134,2,2010,2011
286,286,Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985,9,2011,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Loved niche,3.297760511099134,2,2010,2011
287,287,Ready Player One: A Novel,Ernest Cline,4.6,22536,12,2017,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Popular but polarizing,4.352876833977717,2,2017,2018
288,288,Ready Player One: A Novel,Ernest Cline,4.6,22536,12,2018,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Popular but polarizing,4.352876833977717,2,2017,2018
289,289,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,7150,12,2013,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.8543060418010806,1,2013,2013
290,290,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,3836,12,2014,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.583878598498626,1,2014,2014
291,291,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,2018,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.8922059459757725,2,2018,2019
292,292,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,2019,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.8922059459757725,2,2018,2019
293,293,Sarah's Key,Tatiana de Rosnay,4.6,3619,10,2010,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.5585885831081994,1,2010,2010
294,294,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6,2018,Non Fiction,False,False,False,False,False,True,Exceptional (4.8+),Budget ($1–10),Stars,4.3626144018194015,2,2018,2019
295,295,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6,2019,Non Fiction,False,False,False,False,False,True,Exceptional (4.8+),Budget ($1–10),Stars,4.3626144018194015,2,2018,2019
296,296,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366,9,2015,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,3.971554153446061,1,2015,2015
297,297,Sh*t My Dad Says,Justin Halpern,4.7,1265,11,2010,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Loved niche,3.1020905255118367,1,2010,2010
298,298,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923,16,2018,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.593618308129536,1,2018,2018
299,299,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,4.1,2272,6,2013,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Budget ($1–10),Developing,3.3564083270389813,1,2013,2013
300,300,Sookie Stackhouse,Charlaine Harris,4.7,973,25,2009,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Loved niche,2.988112840268352,1,2009,2009
301,301,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Zhi Gang Sha,4.6,220,17,2013,Non Fiction,False,False,False,False,False,True,Strong (4.5–4.7),Mid-range ($11–20),Developing,2.342422680822206,1,2013,2013
302,302,Steve Jobs,Walter Isaacson,4.6,7827,20,2011,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.893595333819883,2,2011,2012
303,303,Steve Jobs,Walter Isaacson,4.6,7827,20,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.893595333819883,2,2011,2012
304,304,Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,6,2019,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,3.9722954286111394,1,2019,2019
305,305,StrengthsFinder 2.0,Gallup,4.0,5069,17,2009,Non Fiction,False,False,False,True,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.7049222912234017,9,2009,2017
306,306,StrengthsFinder 2.0,Gallup,4.0,5069,17,2010,Non Fiction,False,False,False,True,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.7049222912234017,9,2009,2017
307,307,StrengthsFinder 2.0,Gallup,4.0,5069,17,2011,Non Fiction,False,False,False,True,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.7049222912234017,9,2009,2017
308,308,StrengthsFinder 2.0,Gallup,4.0,5069,17,2012,Non Fiction,False,False,False,True,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.7049222912234017,9,2009,2017
309,309,StrengthsFinder 2.0,Gallup,4.0,5069,17,2013,Non Fiction,False,False,False,True,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.7049222912234017,9,2009,2017
310,310,StrengthsFinder 2.0,Gallup,4.0,5069,17,2014,Non Fiction,False,False,False,True,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.7049222912234017,9,2009,2017
311,311,StrengthsFinder 2.0,Gallup,4.0,5069,17,2015,Non Fiction,False,False,False,True,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.7049222912234017,9,2009,2017
312,312,StrengthsFinder 2.0,Gallup,4.0,5069,17,2016,Non Fiction,False,False,False,True,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.7049222912234017,9,2009,2017
313,313,StrengthsFinder 2.0,Gallup,4.0,5069,17,2017,Non Fiction,False,False,False,True,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.7049222912234017,9,2009,2017
314,314,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,4.5,1583,18,2009,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.199480914862356,1,2009,2009
315,315,Switch: How to Change Things When Change Is Hard,Chip Heath,4.6,1907,13,2010,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.280350693046006,1,2010,2010
316,316,Sycamore Row (Jake Brigance),John Grisham,4.5,23114,18,2013,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Popular but polarizing,4.3638751089410315,1,2013,2013
317,317,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637,20,2010,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,2.8041394323353503,2,2010,2011
318,318,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637,20,2011,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,2.8041394323353503,2,2010,2011
319,319,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,4.3,2314,22,2011,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Premium ($21+),Developing,3.3643633546157306,1,2011,2011
320,320,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,4.3,4587,21,2011,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Premium ($21+),Developing,3.6615287401319825,1,2011,2011
321,321,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.7,3477,28,2010,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Loved niche,3.5412046906832586,10,2010,2019
322,322,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.7,3477,28,2011,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Loved niche,3.5412046906832586,10,2010,2019
323,323,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.7,3477,28,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Loved niche,3.5412046906832586,10,2010,2019
324,324,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.7,3477,28,2013,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Loved niche,3.5412046906832586,10,2010,2019
325,325,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.7,3477,28,2014,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Loved niche,3.5412046906832586,10,2010,2019
326,326,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2015,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.407458890457392,10,2010,2019
327,327,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2016,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.407458890457392,10,2010,2019
328,328,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2017,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.407458890457392,10,2010,2019
329,329,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2018,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.407458890457392,10,2010,2019
330,330,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2019,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.407458890457392,10,2010,2019
331,331,The 5000 Year Leap,W. Cleon Skousen,4.8,1680,12,2009,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.225309281725863,1,2009,2009
332,332,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2009,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9696488404807253,7,2009,2017
333,333,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2011,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9696488404807253,7,2009,2017
334,334,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9696488404807253,7,2009,2017
335,335,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2013,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9696488404807253,7,2009,2017
336,336,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2015,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Loved niche,3.674401812845282,7,2009,2017
337,337,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2016,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Loved niche,3.674401812845282,7,2009,2017
338,338,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2017,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Loved niche,3.674401812845282,7,2009,2017
339,339,The Alchemist,Paulo Coelho,4.7,35799,39,2014,Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Stars,4.553870895343662,1,2014,2014
340,340,The Amateur,Edward Klein,4.6,2580,9,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.41161970596323,1,2012,2012
341,341,The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10,2010,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.0723602039634885,2,2010,2011
342,342,The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10,2011,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.0723602039634885,2,2010,2011
343,343,The Big Short: Inside the Doomsday Machine,Michael Lewis,4.7,3536,17,2010,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Loved niche,3.5485122563410356,1,2010,2010
344,344,The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600,11,2014,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.8195439355418688,1,2014,2014
345,345,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,4.2,1789,14,2012,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.252610340567373,1,2012,2012
346,346,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,12,2019,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Stars,4.092053606425475,1,2019,2019
347,347,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.7,858,53,2009,Non Fiction,False,True,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Loved niche,2.9334872878487053,1,2009,2009
348,348,The Book Thief,Markus Zusak,4.6,23148,6,2013,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Popular but polarizing,4.36451347369151,2,2013,2014
349,349,The Book Thief,Markus Zusak,4.6,23148,6,2014,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Popular but polarizing,4.36451347369151,2,2013,2014
350,350,The Book with No Pictures,B. J. Novak,4.8,8081,8,2014,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Loved niche,3.9074651067658563,2,2014,2015
351,351,The Book with No Pictures,B. J. Novak,4.8,8081,8,2015,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Loved niche,3.9074651067658563,2,2014,2015
352,352,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2014,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Stars,4.3684356541018055,2,2014,2015
353,353,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2015,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Stars,4.3684356541018055,2,2014,2015
354,354,The Casual Vacancy,J.K. Rowling,3.3,9372,12,2012,Fiction,False,False,False,True,False,False,Below 4.0,Mid-range ($11–20),Popular but polarizing,3.971832279924925,1,2012,2012
355,355,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,4.7,4633,21,2011,Non Fiction,False,False,False,False,False,True,Strong (4.5–4.7),Premium ($21+),Loved niche,3.6658623002031554,1,2011,2011
356,356,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2018,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Budget ($1–10),Popular but polarizing,4.115976429454817,2,2018,2019
357,357,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2019,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Budget ($1–10),Popular but polarizing,4.115976429454817,2,2018,2019
358,358,The Confession: A Novel,John Grisham,4.3,3523,13,2010,Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.5469126431812423,1,2010,2010
359,359,The Constitution of the United States,Delegates of the Constitutional…,4.8,2774,0,2016,Non Fiction,True,False,False,False,False,True,Exceptional (4.8+),Zero / verify,Loved niche,3.443106456737266,1,2016,2016
360,360,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,4.4,440,11,2010,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,2.6434526764861874,1,2010,2010
361,361,The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2013,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,3.950462218905598,3,2013,2015
362,362,The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2014,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,3.950462218905598,3,2013,2015
363,363,The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2015,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,3.950462218905598,3,2013,2015
364,364,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,4.1,2023,15,2011,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.3059958827708047,1,2011,2011
365,365,The Elegance of the Hedgehog,Muriel Barbery,4.0,1859,11,2009,Fiction,False,False,False,True,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.2692793897718984,1,2009,2009
366,366,The Fault in Our Stars,John Green,4.7,50482,13,2012,Fiction,False,False,True,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Stars,4.703136552491182,3,2012,2014
367,367,The Fault in Our Stars,John Green,4.7,50482,13,2013,Fiction,False,False,True,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Stars,4.703136552491182,3,2012,2014
368,368,The Fault in Our Stars,John Green,4.7,50482,7,2014,Fiction,False,False,True,False,True,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.703136552491182,3,2012,2014
369,369,The Fault in Our Stars,John Green,4.7,50482,13,2014,Fiction,False,False,True,False,True,False,Strong (4.5–4.7),Mid-range ($11–20),Stars,4.703136552491182,3,2012,2014
370,370,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2009,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.5060989599284405,5,2009,2013
371,371,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2010,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.5060989599284405,5,2009,2013
372,372,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2011,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.5060989599284405,5,2009,2013
373,373,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.5060989599284405,5,2009,2013
374,374,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2013,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.5060989599284405,5,2009,2013
375,375,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.6,803,9,2009,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,2.904715545278681,1,2009,2009
376,376,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2013,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.367505009418112,6,2013,2019
377,377,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2015,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.367505009418112,6,2013,2019
